txn_id,account_id,teller_id,txn_type,amount,balance_after,reference_number,merchant_name,category,is_reversal,original_txn_id,description,txn_time
32,147,,FEE,125.00,443893.43,6d3b1b386c9c470fb1a37282d969dd3d,,UTILITIES,false,,FEE transaction,2022-10-20T09:08:54
33,267,,WITHDRAWAL,2030.94,299911.05,e1f2c1c4f3624b04ad67109c9c2877a2,Amazon,GROCERIES,false,,WITHDRAWAL transaction,2023-02-13T18:33:45
34,116,,TRANSFER_OUT,1033.47,136041.41,7ed31cc83d25495abee1ba1382edc0bb,Amazon,GROCERIES,false,,TRANSFER_OUT transaction,2022-05-07T13:54:35
35,101,,FEE,1439.45,391834.88,6d1135e182874bd78feb19216bb69226,Local Utilities,SALARY,false,,FEE transaction,2023-06-12T12:05:04
36,180,,TRANSFER_IN,523.35,432025.61,c2b9f21b8c744f0ab535961e4cc790a5,,RESTAURANT,false,,TRANSFER_IN transaction,2022-08-08T20:28:19
37,11,,TRANSFER_IN,528.37,457152.43,273459ee0c12404bb27863f7f8a6ab10,Target,RESTAURANT,false,,TRANSFER_IN transaction,2023-01-07T20:44:35
38,215,,TRANSFER_OUT,409.43,248458.76,c19fecf9447042c3bf76dd68aed6f325,Walmart,ATM,false,,TRANSFER_OUT transaction,2023-04-14T07:16:18
39,258,,INTEREST,3702.78,165978.62,7773620d0cff47d6b9957c0d689d8cae,Target,RESTAURANT,false,,INTEREST transaction,2023-02-14T04:09:48
40,264,,INTEREST,2060.38,321465.90,94040853da274ffbb7d2e7b8403aaa0c,Target,ATM,false,,INTEREST transaction,2022-10-22T00:39:23
41,162,,TRANSFER_IN,3144.27,176015.85,f820fef3b8f948d3851413a26b919b2b,Target,RESTAURANT,false,,TRANSFER_IN transaction,2022-09-02T18:28:31
42,136,,INTEREST,2248.42,202679.91,9df8434ea58542d2bad58a36bee1d892,Amazon,GROCERIES,false,,INTEREST transaction,2023-07-15T09:48:41
43,172,,TRANSFER_OUT,2611.20,301822.01,ed6ba8e7145546d6935000aa4c1d7391,Walmart,RESTAURANT,false,,TRANSFER_OUT transaction,2023-04-11T16:29:10
44,55,,DEPOSIT,3595.97,290724.92,0f350d8e3a184d508a7f6a48596efd3e,,ATM,false,,DEPOSIT transaction,2022-12-15T06:56:56
45,184,,TRANSFER_IN,4372.31,319160.81,b674a33dff8c49e5a059cc3a59d297e0,Starbucks,SALARY,false,,TRANSFER_IN transaction,2023-05-21T04:48:35
46,123,,INTEREST,2473.70,344814.18,6b60832439194031bf6490309d501c45,Starbucks,RESTAURANT,false,,INTEREST transaction,2022-12-22T14:08:23
47,228,,TRANSFER_IN,1835.61,18699.92,167d8cad9e8b44a787cdc86cabb11ccb,Amazon,SALARY,false,,TRANSFER_IN transaction,2022-01-04T13:50:18
48,200,,FEE,3901.21,203695.12,115c314e064349da87085c63ab0ca155,Walmart,SALARY,false,,FEE transaction,2022-09-28T22:59:25
49,65,,TRANSFER_OUT,3211.96,165595.45,63d1a93c3a0a4f63868abf96f69c9234,Amazon,RESTAURANT,false,,TRANSFER_OUT transaction,2023-12-09T17:05:42
50,259,,WITHDRAWAL,2914.64,258175.33,e43e20d741dc4db9bbfa7108520d0804,Target,GROCERIES,false,,WITHDRAWAL transaction,2022-08-31T21:08:23
51,280,,TRANSFER_IN,4590.23,263632.17,6dfcac56c8ba4ad7a9a013ca85adefc1,Local Utilities,GROCERIES,false,,TRANSFER_IN transaction,2022-03-02T00:18:34
52,13,,INTEREST,4647.26,439331.70,9860d1b1f24c40558dd1b0eaf3f2dffa,,RESTAURANT,false,,INTEREST transaction,2022-03-17T06:24:50
53,244,,WITHDRAWAL,4843.93,38922.56,93f0e71b741b431b9b62da302c88b23b,Local Utilities,UTILITIES,false,,WITHDRAWAL transaction,2023-07-18T16:07:03
54,71,,WITHDRAWAL,4082.71,198851.79,0560eb50feed41f0974cc6e868f3cad0,Walmart,UTILITIES,false,,WITHDRAWAL transaction,2022-08-15T01:42:33
55,180,,INTEREST,400.62,167960.98,cfa4319653eb45ee92cb799ffd4d16b6,,UTILITIES,false,,INTEREST transaction,2023-07-31T11:00:44
56,275,,WITHDRAWAL,430.48,39093.08,6591f96b64824e5f817c52f4a7e0aa1f,Starbucks,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-11-03T16:37:10
57,96,,FEE,4334.55,74438.29,e49213edd30a43abbaf7df2ca73004f9,Target,GROCERIES,false,,FEE transaction,2023-08-02T09:09:19
58,183,,TRANSFER_IN,319.34,169187.06,3c39cb1fb3964f4baeefefb499caf03e,Target,GROCERIES,false,,TRANSFER_IN transaction,2023-11-14T10:06:45
59,121,,FEE,3032.73,305907.80,5803539fb2244fd5913081dae079c14f,Target,GROCERIES,false,,FEE transaction,2023-01-05T23:04:17
60,25,,TRANSFER_OUT,359.68,293265.88,9d9f595fb2e1472db27f46e0ffaa411d,,RESTAURANT,false,,TRANSFER_OUT transaction,2023-10-29T14:52:18
61,46,,TRANSFER_IN,3471.85,3623.38,9302dd61beea443db986a4e312f07d08,Starbucks,UTILITIES,false,,TRANSFER_IN transaction,2023-05-31T10:48:05
62,239,,DEPOSIT,1547.70,461152.34,0cf4e3edbd3c4a4a815b162386609853,Local Utilities,RESTAURANT,false,,DEPOSIT transaction,2023-06-27T04:12:03
63,205,,DEPOSIT,4582.07,352264.54,042375ce66cb43eaa7870725acc73eca,Walmart,UTILITIES,false,,DEPOSIT transaction,2023-11-02T00:30:49
64,27,,TRANSFER_IN,2630.21,209068.05,cd69f1b7c77444d58c2dcbdbabdf15f5,Local Utilities,ATM,false,,TRANSFER_IN transaction,2022-07-07T02:12:28
65,56,,TRANSFER_IN,4894.86,362750.54,edd03596e0264154930dd69887640db1,Starbucks,UTILITIES,false,,TRANSFER_IN transaction,2022-05-27T07:42:54
66,187,,TRANSFER_IN,901.85,23008.99,ec84e5cac15c4aba9184d56e368839b4,Amazon,SALARY,false,,TRANSFER_IN transaction,2022-09-21T00:43:31
67,272,,FEE,71.73,444909.30,a9cadd1efac04159bc3987e888e5bc7f,,GROCERIES,false,,FEE transaction,2022-07-07T17:48:07
68,172,,TRANSFER_IN,1334.84,16012.41,c3399670094942288946f0d869e829b9,Walmart,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2022-06-24T13:57:50
69,237,,TRANSFER_OUT,4927.08,482176.43,a47b8414809c4724804b62bd47d8c578,Walmart,ATM,false,,TRANSFER_OUT transaction,2022-12-09T01:03:28
70,222,,TRANSFER_OUT,1438.26,314138.23,365775d70bbf49a5bacc0a31e4b18c77,Walmart,UTILITIES,false,,TRANSFER_OUT transaction,2023-11-01T00:24:35
71,220,,TRANSFER_OUT,121.10,108965.30,64dd00b438434cbb8293ccc99ca81d65,Target,SALARY,false,,TRANSFER_OUT transaction,2022-08-08T05:48:28
72,115,,TRANSFER_OUT,1691.00,345315.56,19fdcf78548d42f394eb1776fd0d82bf,Walmart,RESTAURANT,false,,TRANSFER_OUT transaction,2023-11-12T00:29:56
73,100,,TRANSFER_IN,2712.96,383587.18,81b5b1af596f49a381d535b93188456d,,UTILITIES,false,,TRANSFER_IN transaction,2023-11-03T19:11:44
74,126,,INTEREST,3107.09,414069.24,5ac30226969c4d87a5382fdae1505f49,Local Utilities,RESTAURANT,false,,INTEREST transaction,2022-10-23T08:50:10
75,99,,FEE,1940.78,43676.46,6ea561342990491babb174a7668236ff,Target,SALARY,false,,FEE transaction,2022-01-21T01:53:21
76,70,,FEE,1354.29,346554.05,600feca252d942148874ef9bb0e62378,Local Utilities,SALARY,false,,FEE transaction,2022-12-18T22:17:04
77,226,,TRANSFER_OUT,497.02,489012.07,97d33f0c7ec94858bc293353f2963c89,,SALARY,false,,TRANSFER_OUT transaction,2023-03-24T14:50:19
78,193,,INTEREST,175.66,36122.59,ee310334ebdc4a21980669b73ae21ae9,Local Utilities,GROCERIES,false,,INTEREST transaction,2023-07-12T02:23:09
79,139,,INTEREST,1286.53,198531.97,3f9c559265e1419d924f1e868c7d7fbc,Walmart,SALARY,false,,INTEREST transaction,2023-01-25T22:38:22
80,52,,TRANSFER_IN,1338.75,427019.96,275e3574283848b9b96ca791255ea0f1,Starbucks,UTILITIES,false,,TRANSFER_IN transaction,2023-04-01T15:09:03
81,267,,TRANSFER_OUT,4937.46,213630.84,23fd30e88b2740fd9e7d458b68a2af15,Target,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-05-22T20:42:33
82,50,,FEE,544.28,341941.55,24f8fab175f94fecbab5584055c5210d,Amazon,SALARY,false,,FEE transaction,2022-07-27T03:24:00
83,236,,DEPOSIT,1471.48,204131.37,61486c6ef8d54600843ae5dca480107d,Walmart,GROCERIES,false,,DEPOSIT transaction,2022-09-27T14:05:04
84,145,,TRANSFER_OUT,2401.24,107647.66,c98e971ca7e143339bba4da450968313,Walmart,RESTAURANT,false,,TRANSFER_OUT transaction,2023-09-24T19:06:14
85,89,,DEPOSIT,3448.54,373708.55,14ca79ccde84484888d2538e9b2540b3,,GROCERIES,false,,DEPOSIT transaction,2023-08-22T01:56:59
86,122,,WITHDRAWAL,1542.85,152044.51,23c81466b2b44287a43037f6035ccd07,Local Utilities,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-02-09T23:31:38
87,177,,TRANSFER_IN,1839.97,19780.94,074ecbe79745485f95d78c6dead6f140,Local Utilities,RESTAURANT,false,,TRANSFER_IN transaction,2022-06-01T08:46:54
88,128,,DEPOSIT,4159.06,67795.96,44abb5ec14f941adaa2d6c2ab324f5eb,Starbucks,GROCERIES,false,,DEPOSIT transaction,2022-10-03T13:15:22
89,29,,WITHDRAWAL,1535.39,181040.15,7ccc71a32e374cc495b8430afae817d2,Local Utilities,ATM,false,,WITHDRAWAL transaction,2022-04-26T20:57:14
90,96,,DEPOSIT,2624.65,55649.81,b5927b3f7ec748eb9e198b0c646f39f3,Starbucks,UTILITIES,false,,DEPOSIT transaction,2023-05-13T15:34:43
91,262,,TRANSFER_IN,1906.47,377941.30,b988327216fa40488be8a6c3c02996c4,Amazon,UTILITIES,false,,TRANSFER_IN transaction,2023-12-23T20:35:33
92,100,,INTEREST,739.21,356353.67,8204004630034bf58bdee89d6a7bcb88,,ATM,false,,INTEREST transaction,2023-07-20T17:10:41
93,146,,TRANSFER_IN,1427.16,246457.85,e4281c1066cf47a3a2731be2a455904a,Starbucks,UTILITIES,false,,TRANSFER_IN transaction,2022-06-16T02:48:39
94,180,,FEE,2817.29,131336.37,2d557d5bdafc43518d391bb9a10998bd,Local Utilities,ATM,false,,FEE transaction,2022-10-01T19:20:08
95,96,,TRANSFER_IN,4367.00,440254.13,028fef2e13f741f58b4b803e52f28a14,Walmart,GROCERIES,false,,TRANSFER_IN transaction,2022-03-13T16:59:29
96,9,,DEPOSIT,1437.09,215720.26,61f92446670547cea570d250f3e353d2,,GROCERIES,false,,DEPOSIT transaction,2023-04-01T18:20:17
97,84,,DEPOSIT,1340.96,428951.30,8278d769737e433283081a8fbf1f915d,Starbucks,RESTAURANT,false,,DEPOSIT transaction,2022-08-12T08:10:30
98,64,,INTEREST,1116.64,461708.82,b5361fd052234e54a51bc796e77e2bcb,Amazon,SALARY,false,,INTEREST transaction,2022-08-11T19:10:22
99,152,,FEE,4107.90,71296.85,3b4d6e54ad1341cfa9410ed2e44cdae9,,SALARY,false,,FEE transaction,2023-02-16T20:41:00
100,180,,DEPOSIT,1525.43,408699.01,691fadcb463848c6b607bcedeed95e1b,Amazon,GROCERIES,false,,DEPOSIT transaction,2022-06-23T00:09:31
101,269,,TRANSFER_IN,406.09,3196.16,46a7e097248149e1bfc37fc1d99ee633,Target,UTILITIES,false,,TRANSFER_IN transaction,2023-09-14T23:14:51
102,36,,TRANSFER_OUT,1750.57,321678.19,8feadb6178d943ebb43e81f4e9479018,Starbucks,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-05-25T22:12:29
103,96,,WITHDRAWAL,3801.03,74680.45,4449b1bb830841e4893647db80069438,,SALARY,false,,WITHDRAWAL transaction,2023-02-25T16:58:39
104,80,,INTEREST,3273.89,198785.92,150012e3f9864c32b1c0834a9ba7d537,Target,GROCERIES,false,,INTEREST transaction,2022-11-05T20:58:08
105,57,,FEE,31.80,79176.27,2e94d81d0749480a955edd3234782dce,,ONLINE_SHOPPING,false,,FEE transaction,2023-11-02T23:42:58
106,92,,INTEREST,1919.94,395374.06,ef5290c8688d49dfb734173ad6baa43a,Target,UTILITIES,false,,INTEREST transaction,2022-07-16T05:43:26
107,9,,WITHDRAWAL,435.93,121049.97,6151b10a40374fd8b100c9d199b86f05,Starbucks,RESTAURANT,false,,WITHDRAWAL transaction,2022-05-03T21:43:42
108,226,,INTEREST,1722.18,103910.31,f1a94c0fe81743da9ade25833c177295,Walmart,ONLINE_SHOPPING,false,,INTEREST transaction,2023-11-05T00:14:02
109,211,,FEE,2192.53,322111.86,1b7b7562db4d4d2eab75e65942f7b24e,Target,ONLINE_SHOPPING,false,,FEE transaction,2022-03-20T11:52:32
110,98,,INTEREST,565.24,292674.65,d8894239de074250917e74360a62f01c,,ONLINE_SHOPPING,false,,INTEREST transaction,2022-02-27T22:43:51
111,22,,TRANSFER_OUT,2429.70,124004.84,46c9eed10d074f31a214ec5a85afec51,Starbucks,UTILITIES,false,,TRANSFER_OUT transaction,2023-01-05T21:04:16
112,26,,DEPOSIT,1844.06,300732.73,33370d581af44105b7c187ec813318b6,Local Utilities,SALARY,false,,DEPOSIT transaction,2022-03-25T08:40:59
113,259,,WITHDRAWAL,2907.64,389515.23,8143983c1c5d40509ef93b76bfeb7cfc,,GROCERIES,false,,WITHDRAWAL transaction,2022-06-18T12:34:36
114,261,,WITHDRAWAL,4400.13,5832.16,7ba0d43886d042d5bd02744943ec8338,Walmart,GROCERIES,false,,WITHDRAWAL transaction,2023-09-05T22:38:20
115,69,,TRANSFER_OUT,3215.32,134316.13,78045815a04f4a6cb2bc8d659c0553eb,Walmart,SALARY,false,,TRANSFER_OUT transaction,2023-02-27T10:58:57
116,207,,FEE,3517.57,163329.62,9661b77c338c42d799277979e4cadca7,Target,GROCERIES,false,,FEE transaction,2023-06-23T08:09:49
117,182,,TRANSFER_IN,3821.11,142839.67,eeb106a2b2854544a580ed1b1d6aafb7,Amazon,ATM,false,,TRANSFER_IN transaction,2023-11-20T07:55:19
118,94,,TRANSFER_IN,2205.86,380564.80,ec6ca66c3f5c49a498a84ddfd6289b6d,Local Utilities,RESTAURANT,false,,TRANSFER_IN transaction,2022-11-26T02:17:56
119,32,,INTEREST,3490.94,484960.21,6febc6c673fd498697fb5a9d0c8911ff,Local Utilities,RESTAURANT,false,,INTEREST transaction,2022-06-12T21:16:04
120,230,,TRANSFER_OUT,3416.42,319904.35,f6dfb5895d244269b10c4343a0f43b52,,GROCERIES,false,,TRANSFER_OUT transaction,2022-04-27T20:16:37
121,65,,TRANSFER_OUT,3577.76,272110.95,8d6bbb8e7b21401ea3127e8ac191f82c,Amazon,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-09-26T00:02:04
122,209,,TRANSFER_IN,4844.01,245406.75,e0f9a95edb4946daa215476f4a19a750,Local Utilities,GROCERIES,false,,TRANSFER_IN transaction,2022-12-11T19:21:53
123,38,,TRANSFER_IN,2149.35,271766.36,c39fdf072dc34df2bd28bf0126665613,,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-01-15T04:54:34
124,61,,WITHDRAWAL,3162.03,355048.68,1849bcd3667c40d59cea3220c0957c34,Target,UTILITIES,false,,WITHDRAWAL transaction,2022-05-29T01:53:22
125,62,,WITHDRAWAL,3977.61,85536.09,87547cff6b6f411f88f80cd73b8a5009,,GROCERIES,false,,WITHDRAWAL transaction,2023-12-24T07:35:35
126,256,,TRANSFER_IN,4762.60,145051.56,ddc4a0763c4444e4b09532153bb80924,Amazon,RESTAURANT,false,,TRANSFER_IN transaction,2022-12-11T15:11:34
127,125,,FEE,1881.30,467402.93,5074618399814a21b3e695721a74fb56,Local Utilities,UTILITIES,false,,FEE transaction,2023-06-06T09:20:37
128,186,,TRANSFER_IN,1264.61,422943.15,21b2429e6cf94466b06bca8a5d11d092,Walmart,GROCERIES,false,,TRANSFER_IN transaction,2023-05-19T11:50:17
129,146,,FEE,4163.23,312728.25,444166297256481194e60b185043134a,,RESTAURANT,false,,FEE transaction,2022-10-26T11:19:09
130,62,,INTEREST,3155.09,209784.52,1639f497d75d488584f31e069f6ca6d9,Target,UTILITIES,false,,INTEREST transaction,2023-11-20T17:55:56
131,114,,DEPOSIT,1931.20,315851.40,f7b9ecaf111f40e28eca15e830d7fb07,Amazon,RESTAURANT,false,,DEPOSIT transaction,2023-01-03T20:54:51
132,87,,FEE,2579.20,447329.27,33cc97e1d67941f39555f4db0b6889c7,Target,RESTAURANT,false,,FEE transaction,2022-02-18T18:02:10
133,57,,TRANSFER_OUT,1369.87,281551.42,d91fe8c9b8ca412e96d69a48913f1beb,Amazon,SALARY,false,,TRANSFER_OUT transaction,2022-04-13T07:06:12
134,169,,TRANSFER_IN,2755.55,128295.49,0395413fd2a143fb94c816caa866b9b3,Amazon,RESTAURANT,false,,TRANSFER_IN transaction,2023-09-15T16:44:28
135,252,,TRANSFER_OUT,3011.64,298939.36,5a38fb67a7634f70b667396d1ab30421,,GROCERIES,false,,TRANSFER_OUT transaction,2023-06-07T00:41:23
136,211,,TRANSFER_OUT,4302.05,475067.11,9fa93a8e5719492dafa410fc233ad697,Walmart,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2022-05-25T23:43:56
137,265,,WITHDRAWAL,4729.30,278929.63,b3889464c7554d65a3113f0aba5d0fd2,Local Utilities,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2022-01-26T11:16:55
138,104,,TRANSFER_IN,4721.14,448636.89,5226a06a4a2b4bb2bc2a8d420da7c626,Local Utilities,RESTAURANT,false,,TRANSFER_IN transaction,2022-08-31T07:29:23
139,191,,TRANSFER_OUT,2652.63,413391.75,2272ccb75d374f86b8e9df56d6bedbb3,Local Utilities,ONLINE_SHOPPING,false,,TRANSFER_OUT transaction,2023-07-29T18:47:17
140,12,,WITHDRAWAL,4989.19,335792.08,44158d79b1be4e499eb76d46c5f93914,Amazon,UTILITIES,false,,WITHDRAWAL transaction,2023-01-09T22:55:23
141,223,,DEPOSIT,682.20,270535.73,015d620596a4456496993b9eaabd1660,Target,GROCERIES,false,,DEPOSIT transaction,2023-12-10T18:56:45
142,150,,TRANSFER_IN,3365.66,261327.47,c0e3a0c8b4f14772b2847ebc8e3a1fe2,Target,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2022-08-01T21:02:50
143,217,,FEE,3152.66,16306.65,f9560d0e17a34c1a8f6d611eeb4ebf81,,GROCERIES,false,,FEE transaction,2023-03-17T22:07:50
144,59,,DEPOSIT,2147.46,170476.53,3e344753b18547c78fc20b5656907775,,ATM,false,,DEPOSIT transaction,2023-06-06T07:35:05
145,243,,DEPOSIT,1924.39,397599.47,74bc1fe97e3a4154bf279b885c0acd55,,UTILITIES,false,,DEPOSIT transaction,2022-04-12T01:05:45
146,21,,TRANSFER_IN,625.91,188939.94,f34249d23a3e4a5ba0b89ee639fdb634,Amazon,GROCERIES,false,,TRANSFER_IN transaction,2022-01-22T06:27:43
147,234,,DEPOSIT,1232.41,332477.93,81149f8b8bce4a188a21042f170323fe,Amazon,RESTAURANT,false,,DEPOSIT transaction,2022-10-01T12:28:31
148,137,,FEE,2668.46,456152.97,7702a0fa112a4a198a29404c83f4842c,Local Utilities,ONLINE_SHOPPING,false,,FEE transaction,2023-07-19T23:11:06
149,176,,TRANSFER_IN,566.41,488770.05,3a6bb24e94734c07affb60a985754b94,Amazon,UTILITIES,false,,TRANSFER_IN transaction,2023-07-09T04:33:50
150,223,,FEE,827.36,21466.32,a506d2dc19cc4cd3836721f47274c47c,,UTILITIES,false,,FEE transaction,2023-09-14T05:29:44
151,137,,TRANSFER_IN,761.41,407620.22,ae66ff46becc4c1289ce36535ea26ed3,Amazon,SALARY,false,,TRANSFER_IN transaction,2023-04-18T23:18:08
152,223,,TRANSFER_IN,4011.64,297458.59,56aaf5b5cd34456b93c92392f8fbf836,Target,SALARY,false,,TRANSFER_IN transaction,2022-06-29T09:31:30
153,143,,FEE,1894.18,67718.55,670ec05ffe044d4e9ef7c994a0ca9d80,Amazon,ONLINE_SHOPPING,false,,FEE transaction,2023-03-17T12:24:09
154,130,,TRANSFER_OUT,4800.65,286367.64,0d1161a7e6eb48afae73bc693a36c78a,Amazon,GROCERIES,false,,TRANSFER_OUT transaction,2023-06-07T07:29:13
155,268,,FEE,2683.38,293984.72,6ea687cc07304e4990ce923c2378f28c,Amazon,SALARY,false,,FEE transaction,2022-08-05T06:10:18
156,26,,WITHDRAWAL,3112.71,472732.54,9861b8e0ac8b414f84a93bc34fa8a0fd,Target,SALARY,false,,WITHDRAWAL transaction,2022-02-23T11:37:40
157,6,,TRANSFER_IN,1378.64,52604.07,17c97044a47a44a4a2c122f44156ab9d,Walmart,GROCERIES,false,,TRANSFER_IN transaction,2022-04-01T21:09:14
158,155,,TRANSFER_OUT,2039.41,474005.32,17d46d7aff9444e38738dea7d4156073,Amazon,ATM,false,,TRANSFER_OUT transaction,2023-12-01T17:00:29
159,77,,FEE,1061.78,415038.15,c7e57af05cdf4d4b9e030143902b1c39,,GROCERIES,false,,FEE transaction,2023-10-03T11:21:58
160,193,,WITHDRAWAL,867.61,120501.60,3e54c07ac64f400b8935fce33acb0aac,Target,GROCERIES,false,,WITHDRAWAL transaction,2023-12-30T04:21:06
161,105,,TRANSFER_OUT,1685.03,349897.64,8aa46e35e2e14dc7bb4b9beed2e2b31f,Local Utilities,ATM,false,,TRANSFER_OUT transaction,2022-06-06T23:16:07
162,173,,FEE,2108.67,50299.63,8698e6f174c641308391155ff1f51a36,Target,SALARY,false,,FEE transaction,2022-04-02T04:56:49
163,26,,TRANSFER_IN,1682.16,110655.85,1ff4960e83524604afbd37d0dafe49d6,Target,ONLINE_SHOPPING,false,,TRANSFER_IN transaction,2023-03-05T00:57:16
164,131,,WITHDRAWAL,1000.94,459371.29,b31cf0e475d24881b83e294a84b9a1fd,Amazon,ONLINE_SHOPPING,false,,WITHDRAWAL transaction,2023-04-18T09:28:00
165,37,,TRANSFER_OUT,2070.04,111589.21,fbdc8ba7d1fa474194e178c4751a91bb,Target,SALARY,false,,TRANSFER_OUT transaction,2023-05-10T11:53:24
