item_id,order_id,product_id,quantity,unit_price,total_price
234,296,65,1,123.39,123.39
235,58,83,2,22.68,45.36
236,176,102,2,132.94,265.88
237,285,145,5,157.9,789.5
238,230,25,3,33.66,100.98
239,137,94,2,111.82,223.64
240,40,113,5,156.66,783.3
241,77,32,2,174.1,348.2
242,109,119,1,162.09,162.09
243,199,110,4,171.42,685.68
244,167,112,5,47.82,239.1
245,240,114,5,24.13,120.65
246,123,81,4,136.98,547.92
247,285,47,4,109.17,436.68
248,172,83,2,95.44,190.88
249,283,138,1,160.94,160.94
250,287,115,1,165.05,165.05
251,152,118,3,87.92,263.76
252,141,136,4,159.38,637.52
253,28,133,1,100.03,100.03
254,172,143,3,42.28,126.84
255,123,70,4,28.82,115.28
256,20,1,2,34.93,69.86
257,169,94,4,142.35,569.4
258,177,84,1,13.07,13.07
259,56,148,2,14.44,28.88
260,268,12,3,59.79,179.37
261,119,108,5,111.37,556.85
262,113,107,4,58.41,233.64
263,157,128,4,38.57,154.28
264,296,76,2,62.86,125.72
265,296,133,5,111.35,556.75
266,220,68,4,128.22,512.88
267,37,18,4,131.51,526.04
268,186,47,2,160.85,321.7
269,94,11,4,23.26,93.04
270,224,132,1,113.1,113.1
271,233,107,5,95.69,478.45
272,44,118,1,139.98,139.98
273,268,141,3,68.41,205.23
274,1,2,5,127.54,637.7
275,227,99,4,151.94,607.76
276,100,86,2,112.42,224.84
277,205,51,4,48.57,194.28
278,205,33,4,10.36,41.44
279,293,142,4,65.52,262.08
280,77,44,2,173.78,347.56
281,97,23,2,166.81,333.62
282,145,94,1,95.13,95.13
283,8,130,3,199.05,597.15
284,140,33,1,183.3,183.3
285,98,79,3,61.13,183.39
286,204,54,4,171.18,684.72
287,68,21,3,81.89,245.67
288,15,52,4,11.18,44.72
289,77,71,5,47.81,239.05
290,117,66,1,24.42,24.42
291,298,38,4,38.14,152.56
292,290,6,2,149.99,299.98
293,79,136,2,174.46,348.92
294,48,72,1,114.29,114.29
295,165,113,5,142.13,710.65
296,270,102,2,138.86,277.72
297,12,22,4,185.88,743.52
298,92,9,1,91.33,91.33
299,28,114,3,19.17,57.51
300,110,102,4,33.69,134.76
301,46,50,1,83.93,83.93
302,98,129,4,182.65,730.6
303,173,44,5,196.61,983.05
304,126,108,3,14.95,44.85
305,206,15,1,132.41,132.41
306,223,62,5,58.7,293.5
307,180,30,1,94.32,94.32
308,295,61,3,181.05,543.15
309,278,69,4,156.99,627.96
310,93,129,5,99.39,496.95
311,189,133,1,173.3,173.3
312,117,42,5,19.63,98.15
313,133,147,2,163.38,326.76
314,271,81,4,151.26,605.04
315,142,93,5,119.18,595.9
316,175,99,1,18.38,18.38
317,36,83,3,21.78,65.34
318,202,4,1,101.47,101.47
319,230,43,1,139.85,139.85
320,210,24,2,171.95,343.9
321,2,76,5,52.84,264.2
322,131,6,4,179.17,716.68
323,78,148,3,59.33,177.99
324,108,128,3,56.02,168.06
325,299,147,2,132.9,265.8
326,142,68,5,125.6,628.0
327,91,149,3,168.59,505.77
328,276,33,5,181.69,908.45
329,166,56,5,41.66,208.3
330,118,19,4,32.83,131.32
331,1,33,5,195.14,975.7
332,203,142,5,133.02,665.1
333,151,133,4,193.41,773.64
334,274,86,3,156.8,470.4
335,236,23,3,11.0,33.0
336,86,71,5,74.56,372.8
337,46,75,4,94.21,376.84
338,92,76,2,191.45,382.9
339,286,128,5,43.28,216.4
340,144,23,4,178.54,714.16
341,147,27,1,161.38,161.38
342,138,46,2,181.83,363.66
343,228,55,2,107.42,214.84
344,112,13,3,11.51,34.53
345,239,19,2,49.33,98.66
346,147,117,5,168.4,842.0
347,246,95,5,97.49,487.45
348,132,110,1,22.7,22.7
349,57,12,3,32.68,98.04
350,288,117,3,30.05,90.15
351,117,111,2,71.46,142.92
352,170,106,2,166.63,333.26
353,186,14,5,188.08,940.4
354,186,126,4,109.76,439.04
355,229,80,3,83.36,250.08
356,17,137,1,146.65,146.65
357,162,65,1,73.56,73.56
358,5,4,5,198.64,993.2
359,184,63,4,44.31,177.24
360,28,65,3,63.97,191.91
361,201,40,3,119.4,358.2
362,37,150,5,115.49,577.45
363,253,43,4,85.96,343.84
364,271,150,3,21.71,65.13
365,192,78,3,57.94,173.82
366,280,123,2,82.83,165.66
367,217,13,1,126.61,126.61
368,112,62,5,58.58,292.9
369,66,59,5,91.1,455.5
370,149,57,1,37.99,37.99
371,95,118,1,77.92,77.92
372,31,108,1,178.14,178.14
373,297,134,2,21.72,43.44
374,290,97,1,67.91,67.91
375,80,56,3,138.31,414.93
376,217,87,1,44.47,44.47
377,271,103,4,96.2,384.8
378,128,16,1,21.95,21.95
379,117,111,1,77.33,77.33
380,174,13,3,57.21,171.63
381,29,79,2,38.34,76.68
382,269,102,1,29.96,29.96
383,210,47,3,128.3,384.9
384,170,53,1,41.44,41.44
385,180,118,2,51.4,102.8
386,150,23,1,40.27,40.27
387,121,126,4,99.72,398.88
388,29,27,1,80.86,80.86
389,161,139,3,95.32,285.96
390,203,63,3,20.24,60.72
391,140,21,3,38.19,114.57
392,195,43,2,41.75,83.5
393,5,54,1,40.23,40.23
394,100,85,3,179.78,539.34
395,243,22,5,105.28,526.4
396,179,65,4,35.03,140.12
397,274,149,1,140.75,140.75
398,55,115,5,92.49,462.45
399,15,45,3,60.42,181.26
400,89,79,1,73.44,73.44
401,144,6,2,173.52,347.04
402,171,67,4,199.68,798.72
403,282,49,3,91.89,275.67
404,170,110,4,170.75,683.0
405,242,88,2,116.51,233.02
406,87,27,2,141.37,282.74
407,181,45,3,174.56,523.68
408,205,99,1,21.94,21.94
409,109,43,4,119.82,479.28
410,47,16,3,181.93,545.79
411,66,117,3,185.55,556.65
412,69,87,3,177.12,531.36
413,199,1,4,113.72,454.88
414,110,36,2,123.69,247.38
415,22,7,1,111.49,111.49
416,32,112,1,34.45,34.45
417,280,77,1,136.27,136.27
418,6,86,4,131.93,527.72
419,270,124,1,74.8,74.8
420,204,23,5,14.86,74.3
421,176,125,4,149.48,597.92
422,9,14,4,75.96,303.84
423,71,122,1,80.86,80.86
424,37,112,5,188.81,944.05
425,9,85,3,96.22,288.66
426,64,147,1,49.59,49.59
427,285,146,3,72.75,218.25
428,90,61,4,147.89,591.56
429,234,135,3,149.83,449.49
430,227,140,1,83.14,83.14
431,284,14,1,173.77,173.77
432,69,86,4,30.63,122.52
433,52,75,1,150.94,150.94
434,28,72,4,157.62,630.48
435,271,81,4,20.16,80.64
436,25,77,3,12.17,36.51
437,188,67,5,49.88,249.4
438,76,131,4,115.77,463.08
439,2,57,4,168.9,675.6
440,63,129,1,15.26,15.26
441,109,144,1,57.18,57.18
442,143,124,1,99.3,99.3
443,62,46,2,87.65,175.3
444,65,110,1,22.13,22.13
445,74,12,5,97.11,485.55
446,72,28,4,23.01,92.04
447,128,90,5,84.92,424.6
448,138,120,1,162.71,162.71
449,267,67,3,93.78,281.34
450,250,81,5,97.67,488.35
451,97,141,4,93.61,374.44
452,218,19,5,198.9,994.5
453,153,30,5,70.43,352.15
454,191,103,1,17.57,17.57
455,147,144,5,128.7,643.5
456,36,81,2,28.67,57.34
457,171,80,2,168.94,337.88
458,241,6,3,84.9,254.7
459,192,7,4,181.29,725.16
460,5,96,2,132.83,265.66
461,245,112,2,125.37,250.74
462,184,61,3,152.77,458.31
463,42,56,4,137.43,549.72
464,39,35,1,147.47,147.47
465,172,134,3,19.14,57.42
466,131,12,1,45.14,45.14
467,18,64,4,60.48,241.92
468,107,62,1,42.18,42.18
469,254,92,4,151.52,606.08
470,226,139,4,124.92,499.68
471,56,8,3,38.27,114.81
472,214,102,5,122.24,611.2
473,120,15,1,188.33,188.33
474,187,98,3,150.13,450.39
475,30,136,4,170.45,681.8
476,75,65,1,40.04,40.04
477,143,96,1,106.7,106.7
478,63,135,5,59.02,295.1
479,8,79,3,125.81,377.43
480,233,28,3,122.03,366.09
481,160,3,4,161.44,645.76
482,94,62,3,39.5,118.5
483,97,74,3,198.96,596.88
484,179,41,5,31.86,159.3
485,42,54,2,143.8,287.6
486,71,5,5,10.62,53.1
487,250,5,2,97.48,194.96
488,216,15,1,43.8,43.8
489,130,81,5,173.93,869.65
490,223,54,2,146.02,292.04
491,214,129,4,103.44,413.76
492,2,123,3,132.92,398.76
493,122,27,1,187.31,187.31
494,45,45,2,122.9,245.8
495,218,111,2,144.03,288.06
496,129,49,5,83.53,417.65
497,159,66,1,145.48,145.48
498,128,5,1,140.07,140.07
499,240,45,2,167.26,334.52
500,11,144,1,30.96,30.96
501,168,120,3,184.51,553.53
502,216,149,2,73.38,146.76
503,93,81,1,137.52,137.52
504,28,96,5,97.49,487.45
505,27,88,5,83.27,416.35
506,143,60,2,26.47,52.94
507,137,49,4,139.56,558.24
508,198,50,4,179.38,717.52
509,128,111,4,113.8,455.2
510,115,84,3,10.94,32.82
511,160,67,1,151.77,151.77
512,99,103,3,50.14,150.42
513,221,112,3,19.93,59.79
514,71,132,4,132.93,531.72
515,235,45,5,20.51,102.55
516,223,19,2,111.91,223.82
517,244,132,2,102.13,204.26
518,103,122,3,119.45,358.35
519,56,16,4,39.4,157.6
520,143,58,3,191.83,575.49
521,196,143,1,141.58,141.58
522,17,99,5,108.6,543.0
523,175,50,5,198.74,993.7
524,200,44,5,191.62,958.1
525,199,20,2,147.6,295.2
526,298,71,3,107.52,322.56
527,219,22,3,124.44,373.32
528,236,22,5,51.74,258.7
529,66,32,2,195.52,391.04
530,277,53,1,85.47,85.47
531,4,44,4,180.9,723.6
532,295,106,3,180.48,541.44
533,275,46,1,107.23,107.23
534,101,110,3,146.07,438.21
535,181,37,3,166.27,498.81
536,122,25,5,68.62,343.1
537,290,8,4,65.85,263.4
538,68,31,5,61.68,308.4
539,73,125,2,173.04,346.08
540,283,16,5,168.3,841.5
541,74,122,5,98.1,490.5
542,134,75,5,16.93,84.65
543,125,111,1,119.94,119.94
544,216,44,4,135.53,542.12
545,142,67,5,53.62,268.1
546,299,11,4,34.39,137.56
547,243,19,4,142.89,571.56
548,236,42,4,69.28,277.12
549,277,46,4,70.79,283.16
550,62,100,3,21.42,64.26
551,120,86,4,119.85,479.4
552,62,2,3,133.97,401.91
553,221,146,1,196.53,196.53
554,278,54,4,78.38,313.52
555,206,3,4,50.37,201.48
556,191,137,3,38.25,114.75
557,239,118,5,152.58,762.9
558,7,61,2,67.66,135.32
559,56,135,5,158.89,794.45
560,30,147,1,52.85,52.85
561,133,84,4,149.68,598.72
562,50,7,3,16.29,48.87
563,164,145,5,13.4,67.0
564,119,14,2,194.16,388.32
565,263,86,5,86.34,431.7
566,110,23,4,192.99,771.96
567,149,90,4,71.82,287.28
568,234,102,5,41.26,206.3
569,111,41,5,175.96,879.8
570,204,97,2,11.45,22.9
571,87,45,3,180.81,542.43
572,42,4,4,199.92,799.68
573,51,49,2,117.27,234.54
574,75,136,5,44.31,221.55
575,51,89,3,19.72,59.16
576,188,46,5,80.79,403.95
577,266,148,1,101.47,101.47
578,49,91,1,172.65,172.65
579,20,88,2,144.11,288.22
580,111,46,4,99.15,396.6
581,209,18,4,104.12,416.48
582,108,81,5,188.23,941.15
583,164,131,5,84.95,424.75
584,17,58,3,167.37,502.11
585,83,39,2,125.43,250.86
586,148,135,3,150.18,450.54
587,169,11,4,27.57,110.28
588,173,93,3,95.72,287.16
589,299,130,1,35.37,35.37
590,289,76,1,132.36,132.36
591,158,72,5,50.45,252.25
592,288,2,3,147.01,441.03
593,117,92,5,136.11,680.55
594,46,44,3,159.27,477.81
595,256,9,3,64.8,194.4
596,257,126,3,164.68,494.04
597,225,48,3,154.06,462.18
598,300,51,4,100.06,400.24
599,97,145,2,77.84,155.68
600,241,113,5,83.49,417.45
